object_name,collection,zone,cx,cy,bottom_z,ground_z,gap_m,action
Lib_Tree_04.010,Collection,other,-61.79,-52.24,1.911,1.911,-0.001,ok
Lib_Tree_04.014,Collection,other,-60.53,-76.08,5.076,5.076,-0.001,ok
Lib_Tree_04.018,Collection,other,-39.79,-69.56,7.606,7.607,-0.001,ok
Lib_Tree_04.024,Collection,other,-80.77,-60.06,1.911,1.91,0.001,ok
Lib_Tree_04.027,Collection,other,-91.79,-19.81,0.335,0.335,-0.001,ok
Lib_Tree_04.041,Collection,other,-96.6,-46.75,1.282,1.281,0.001,ok
Lib_Tree_05.010,Collection,other,-87.95,-139.73,5.358,5.359,-0.001,ok
Lib_Tree_05.015,Collection,other,-143.77,-75.39,0.305,0.304,0.001,ok
Lib_Tree_05.017,Collection,other,-195.41,-98.14,-0.584,-0.583,-0.001,ok
Lib_Tree_05.020,Collection,other,-84.44,-51.67,1.308,1.307,0.001,ok
Lib_Tree_05.029,Collection,other,-110.74,60.39,0.609,0.608,0.001,ok
Lib_Tree_06.012,Collection,other,-189.94,-138.59,-3.054,-3.053,-0.001,ok
Lib_Tree_06.013,Collection,other,-124.7,-25.01,-0.052,-0.051,-0.001,ok
Lib_Tree_06.015,Collection,other,5.09,-85.29,19.46,19.461,-0.001,ok
Lib_Tree_06.019,Collection,other,-94.69,-51.82,1.577,1.577,0.001,ok
Lib_Tree_06.021,Collection,other,-113.56,-23.82,0.018,0.018,0.001,ok
Lib_Tree_06.024,Collection,other,-134.44,-52.9,-0.514,-0.513,-0.001,ok
Lib_Tree_06.025,Collection,other,-115.2,-128.28,3.092,3.093,-0.001,ok
Lib_Tree_06.026,Collection,other,-62.47,-24.69,1.055,1.056,-0.001,ok
Lib_Tree_06.027,Collection,other,-83.92,5.41,1.11,1.11,-0.001,ok
Lib_Tree_06.029,Collection,other,-46.34,-74.33,6.996,6.995,0.001,ok
Lib_Tree_06.031,Collection,other,-190.24,203.14,2.435,2.434,0.001,ok
Lib_Tree_06.034,Collection,other,-84.99,215.9,1.036,1.037,-0.001,ok
Lib_Tree_06.041,Collection,other,-99.82,51.31,0.665,0.664,0.001,ok
Lib_Tree_06.042,Collection,other,-130.77,212.83,-1.009,-1.01,0.001,ok
Lib_Tree_06.043,Collection,other,-146.78,214.0,-0.292,-0.293,0.001,ok
Lib_Tree_07.004,Collection,other,-184.22,5.44,0.877,0.878,-0.001,ok
Lib_Tree_07.006,Collection,other,-13.72,106.77,2.304,2.305,-0.001,ok
Lib_Tree_07.007,Collection,other,-147.79,-33.51,-1.234,-1.233,-0.001,ok
Lib_Tree_07.008,Collection,other,-182.5,9.07,1.442,1.442,-0.001,ok
Lib_Tree_07.016,Collection,other,-139.53,-157.22,-0.5,-0.499,-0.001,ok
Lib_Tree_07.017,Collection,other,-5.17,-124.06,17.608,17.609,-0.001,ok
Lib_Tree_07.018,Collection,other,-5.49,-124.82,17.444,17.445,-0.001,ok
Lib_Tree_07.027,Collection,other,-102.58,-128.94,3.997,3.997,-0.001,ok
Lib_Tree_07.029,Collection,other,-128.13,-76.1,1.678,1.678,-0.001,ok
Lib_Tree_07.031,Collection,other,-187.6,-67.1,-0.113,-0.114,0.001,ok
Lib_Tree_07.032,Collection,other,-61.44,-110.93,8.538,8.539,-0.001,ok
Lib_Tree_07.034,Collection,other,-178.42,63.54,3.611,3.61,0.001,ok
Lib_Tree_07.038,Collection,other,-50.92,-82.51,7.279,7.28,-0.001,ok
Lib_Tree_09.002,Collection,other,-130.67,61.97,0.801,0.802,-0.001,ok
Lib_Tree_09.012,Collection,other,77.21,44.07,17.852,17.853,-0.001,ok
Lib_Tree_09.019,Collection,other,-85.6,8.78,1.069,1.068,0.001,ok
Lib_Tree_09.021,Collection,other,-88.19,-54.26,1.587,1.589,-0.001,ok
Lib_Tree_09.026,Collection,other,-206.44,198.88,3.567,3.568,-0.001,ok
Lib_Tree_09.027,Collection,other,-213.1,64.53,4.028,4.028,0.001,ok
Lib_Tree_10.016,Collection,other,-34.91,-21.96,2.691,2.691,-0.001,ok
Lib_Tree_10.018,Collection,other,-32.3,-60.19,7.81,7.811,-0.001,ok
Lib_Tree_10.021,Collection,other,-14.39,-120.46,14.624,14.624,-0.001,ok
Lib_Tree_10.022,Collection,other,14.53,-90.85,23.675,23.676,-0.001,ok
Lib_Tree_11.001,Collection,other,-153.75,-13.04,0.965,0.965,0.001,ok
Lib_Tree_11.013,Collection,other,-56.16,-94.33,7.935,7.936,-0.001,ok
Lib_Tree_11.017,Collection,other,-60.15,-126.53,8.36,8.36,0.001,ok
Lib_Tree_11.018,Collection,other,-79.59,-92.63,5.442,5.443,-0.001,ok
Lib_Tree_11.020,Collection,other,-172.24,-61.35,-1.442,-1.441,-0.001,ok
Lib_Tree_11.028,Collection,other,-169.29,79.01,1.368,1.369,-0.001,ok
Lib_Tree_11.029,Collection,other,-156.52,-31.35,-1.382,-1.383,0.001,ok
Lib_Tree_11.030,Collection,other,-168.57,57.4,2.876,2.878,-0.001,ok
Lib_Tree_12.003,Collection,other,49.45,-93.37,39.92,39.919,0.001,ok
Lib_Tree_12.004,Collection,other,58.35,-101.52,46.311,46.31,0.001,ok
Lib_Tree_12.005,Collection,other,-187.77,2.86,0.313,0.311,0.001,ok
Lib_Tree_12.008,Collection,other,-147.78,-76.21,0.099,0.099,-0.001,ok
Lib_Tree_12.022,Collection,other,-130.73,-145.1,1.621,1.62,0.001,ok
Lib_Tree_12.023,Collection,other,-117.39,-54.9,1.291,1.292,-0.001,ok
Lib_Tree_16.002,Collection,other,-178.75,53.81,4.111,4.112,-0.001,ok
Lib_Tree_16.003,Collection,other,-146.27,79.1,-0.559,-0.559,-0.001,ok
Lib_Tree_16.016,Collection,other,-149.11,-127.36,1.938,1.938,0.001,ok
Lib_Tree_16.031,Collection,other,-176.04,-82.18,0.018,0.019,-0.001,ok
Lib_Tree_16.042,Collection,other,-75.29,-69.82,3.028,3.03,-0.001,ok
Lib_Tree_17.020,Collection,other,-124.12,-24.32,-0.04,-0.038,-0.001,ok
Lib_Tree_17.022,Collection,other,-199.09,-32.53,-1.345,-1.344,-0.001,ok
Lib_Tree_17.028,Collection,other,-111.01,60.11,0.649,0.65,-0.001,ok
Lib_Tree_21.031,Collection,other,23.37,-107.72,29.733,29.734,-0.001,ok
Lib_Tree_22.015,Collection,other,-176.13,-34.58,-1.848,-1.848,0.001,ok
Lib_Tree_23.014,Collection,other,-183.38,-156.29,-3.535,-3.536,0.001,ok
POI_CaveRockB,Collection,other,170.01,175.01,8.051,8.05,0.001,ok
Lib_Rock_01.001,Collection,A_crater,-105.76,170.51,-1.009,-1.008,-0.0,ok
Lib_Rock_02.001,Collection,C_rural,140.77,105.1,5.3,5.3,0.0,ok
Lib_Rock_03.003,Collection,other,-115.27,181.88,-0.887,-0.887,0.0,ok
Lib_Rock_03.005,Collection,A_crater,-159.08,184.06,-1.143,-1.143,0.0,ok
Lib_Rock_03.006,Collection,C_rural,162.64,135.92,5.614,5.614,-0.0,ok
Lib_Rock_03.007,Collection,B_gorge,129.73,-98.59,76.943,76.943,0.0,ok
Lib_Rock_04.001,Collection,other,39.91,78.52,9.011,9.011,-0.0,ok
Lib_Rock_04.003,Collection,other,-157.89,191.49,-0.842,-0.842,0.0,ok
Lib_Rock_07.001,Collection,A_crater,-191.83,173.79,-0.998,-0.999,0.0,ok
Lib_Rock_07.002,Collection,other,-139.99,191.42,-1.059,-1.059,0.0,ok
Lib_Rock_08.002,Collection,C_rural,142.28,130.8,4.322,4.322,-0.0,ok
Lib_Shrub_01.001,Collection,other,118.84,-168.9,89.919,89.919,-0.0,ok
Lib_Shrub_02.004,Collection,A_crater,-153.32,183.51,-1.187,-1.187,0.0,ok
Lib_Shrub_02.005,Collection,A_crater,-181.34,177.57,-1.11,-1.11,0.0,ok
Lib_Shrub_02.006,Collection,C_rural,115.69,120.32,5.545,5.545,-0.0,ok
Lib_Shrub_03.001,Collection,other,-177.45,103.66,-0.873,-0.873,0.0,ok
Lib_Shrub_03.002,Collection,A_crater,-128.01,183.67,-1.03,-1.03,-0.0,ok
Lib_Shrub_03.003,Collection,C_rural,148.78,128.49,4.303,4.303,0.0,ok
Lib_Shrub_04.001,Collection,A_crater,-179.04,109.56,-1.062,-1.062,0.0,ok
Lib_Tree_01.005,Collection,other,-95.94,-17.01,0.221,0.222,-0.0,ok
Lib_Tree_01.007,Collection,other,-119.84,-12.85,0.22,0.22,-0.0,ok
Lib_Tree_01.013,Collection,other,-52.25,-61.45,4.182,4.181,0.0,ok
Lib_Tree_01.015,Collection,other,-55.88,-93.84,7.918,7.918,0.0,ok
Lib_Tree_02.007,Collection,other,-130.61,-5.54,1.24,1.24,0.0,ok
Lib_Tree_02.032,Collection,other,-88.22,186.25,0.708,0.708,0.0,ok
Lib_Tree_03.010,Collection,other,-111.63,-88.32,3.182,3.182,-0.0,ok
Lib_Tree_03.023,Collection,other,-130.31,-113.36,3.057,3.057,-0.0,ok
Lib_Tree_03.024,Collection,other,-152.89,-54.24,-2.037,-2.037,-0.0,ok
Lib_Tree_03.025,Collection,other,-203.06,-23.41,-1.479,-1.479,0.0,ok
Lib_Tree_04.009,Collection,other,-49.34,121.55,0.933,0.933,-0.0,ok
Lib_Tree_04.015,Collection,other,-133.24,-108.12,3.061,3.061,0.0,ok
Lib_Tree_04.017,Collection,other,-129.65,-114.73,3.031,3.031,-0.0,ok
Lib_Tree_04.022,Collection,other,-196.16,-98.8,-0.653,-0.652,-0.0,ok
Lib_Tree_04.023,Collection,other,-66.78,-84.56,5.636,5.636,-0.0,ok
Lib_Tree_05.007,Collection,other,-109.22,-26.94,0.143,0.142,0.0,ok
Lib_Tree_05.016,Collection,other,-176.52,-92.77,0.303,0.303,0.0,ok
Lib_Tree_05.018,Collection,other,-191.39,-23.34,-1.56,-1.56,0.0,ok
Lib_Tree_05.022,Collection,other,-92.3,8.76,0.821,0.821,-0.0,ok
Lib_Tree_05.024,Collection,other,-13.34,105.59,2.409,2.409,0.0,ok
Lib_Tree_05.031,Collection,other,-77.43,184.39,0.573,0.574,-0.0,ok
Lib_Tree_05.032,Collection,other,-212.88,64.91,4.04,4.04,0.0,ok
Lib_Tree_06.006,Collection,other,-118.36,-25.15,0.009,0.009,0.0,ok
Lib_Tree_06.016,Collection,other,-131.13,-113.44,3.062,3.062,-0.0,ok
Lib_Tree_06.017,Collection,other,-153.25,-54.22,-2.058,-2.058,-0.0,ok
Lib_Tree_06.023,Collection,other,-96.75,-91.71,4.064,4.065,-0.0,ok
Lib_Tree_06.033,Collection,other,-215.98,73.82,3.429,3.43,-0.0,ok
Lib_Tree_06.038,Collection,other,-90.96,189.46,0.726,0.726,0.0,ok
Lib_Tree_07.005,Collection,other,-73.3,-71.9,3.377,3.377,0.0,ok
Lib_Tree_07.019,Collection,other,-143.81,-76.07,0.369,0.369,-0.0,ok
Lib_Tree_07.021,Collection,other,-176.05,-92.56,0.332,0.332,-0.0,ok
Lib_Tree_07.022,Collection,other,-196.88,-98.67,-0.647,-0.647,-0.0,ok
Lib_Tree_07.025,Collection,other,-69.66,-76.04,4.158,4.158,-0.0,ok
Lib_Tree_07.026,Collection,other,-123.95,-13.66,0.338,0.338,0.0,ok
Lib_Tree_07.035,Collection,other,-136.17,56.76,1.403,1.403,0.0,ok
Lib_Tree_07.037,Collection,other,-212.47,60.96,4.178,4.178,-0.0,ok
Lib_Tree_08.003,Collection,other,-179.12,186.59,-0.829,-0.829,0.0,ok
Lib_Tree_08.004,Collection,other,-170.81,186.36,-0.949,-0.949,0.0,ok
Lib_Tree_08.005,Collection,other,-137.15,-100.42,2.832,2.832,0.0,ok
Lib_Tree_08.006,Collection,other,-126.62,55.75,1.496,1.496,0.0,ok
Lib_Tree_08.007,Collection,other,41.76,-101.08,37.323,37.323,0.0,ok
Lib_Tree_08.009,Collection,other,-159.85,-115.57,1.784,1.784,-0.0,ok
Lib_Tree_08.010,Collection,other,-92.61,-46.95,1.212,1.212,0.0,ok
Lib_Tree_08.016,Collection,other,-216.09,-104.7,-0.592,-0.592,0.0,ok
Lib_Tree_08.017,Collection,other,-203.39,-116.99,-1.988,-1.988,-0.0,ok
Lib_Tree_08.018,Collection,other,-53.44,-74.89,5.882,5.882,0.0,ok
Lib_Tree_08.019,Collection,other,-84.87,-13.42,0.669,0.669,-0.0,ok
Lib_Tree_08.021,Collection,other,-54.85,15.0,2.279,2.279,0.0,ok
Lib_Tree_08.024,Collection,other,-78.87,-54.66,1.441,1.441,-0.0,ok
Lib_Tree_08.025,Collection,other,-110.03,-99.19,3.377,3.377,0.0,ok
Lib_Tree_08.026,Collection,other,-142.55,-82.56,1.167,1.167,0.0,ok
Lib_Tree_08.027,Collection,other,-62.4,-64.82,3.244,3.244,-0.0,ok
Lib_Tree_08.028,Collection,other,-101.88,-22.84,0.146,0.146,-0.0,ok
Lib_Tree_08.029,Collection,other,-86.88,6.34,0.99,0.99,-0.0,ok
Lib_Tree_08.031,Collection,other,-157.49,-130.93,0.724,0.724,-0.0,ok
Lib_Tree_08.034,Collection,other,2.08,-78.14,17.453,17.453,0.0,ok
Lib_Tree_08.035,Collection,other,5.52,-85.14,19.566,19.566,0.0,ok
Lib_Tree_08.038,Collection,other,-216.0,54.77,3.802,3.802,-0.0,ok
Lib_Tree_08.041,Collection,other,-78.57,187.1,0.67,0.67,0.0,ok
Lib_Tree_09.005,Collection,other,-145.54,-69.04,-0.514,-0.514,0.0,ok
Lib_Tree_09.010,Collection,other,-176.91,-92.38,0.289,0.289,0.0,ok
Lib_Tree_09.011,Collection,other,-52.66,-75.19,6.044,6.044,0.0,ok
Lib_Tree_09.015,Collection,other,-92.7,-39.7,0.817,0.817,-0.0,ok
Lib_Tree_09.016,Collection,other,-66.97,-69.88,3.523,3.524,-0.0,ok
Lib_Tree_09.022,Collection,other,-163.93,-42.28,-2.255,-2.255,-0.0,ok
Lib_Tree_10.002,Collection,other,-90.51,-30.68,0.489,0.489,-0.0,ok
Lib_Tree_10.004,Collection,other,-131.9,-29.48,-0.312,-0.313,0.0,ok
Lib_Tree_10.006,Collection,other,-94.87,-84.18,3.829,3.829,-0.0,ok
Lib_Tree_10.014,Collection,other,-71.66,-70.17,3.233,3.234,-0.0,ok
Lib_Tree_10.015,Collection,other,-143.67,-76.05,0.378,0.378,-0.0,ok
Lib_Tree_10.017,Collection,other,-153.58,-54.17,-2.078,-2.078,-0.0,ok
Lib_Tree_10.020,Collection,other,-120.18,-140.03,2.739,2.739,-0.0,ok
Lib_Tree_10.026,Collection,other,-153.45,73.51,0.286,0.286,-0.0,ok
Lib_Tree_10.028,Collection,other,-212.7,60.57,4.155,4.155,-0.0,ok
Lib_Tree_10.029,Collection,other,-78.78,186.76,0.66,0.66,0.0,ok
Lib_Tree_11.002,Collection,other,-81.94,-135.41,6.064,6.063,0.0,ok
Lib_Tree_11.004,Collection,other,-82.66,-145.37,5.591,5.59,0.0,ok
Lib_Tree_11.005,Collection,other,-129.82,-89.4,2.439,2.44,-0.0,ok
Lib_Tree_11.007,Collection,other,-160.5,-18.17,-0.057,-0.057,0.0,ok
Lib_Tree_11.008,Collection,other,-126.31,-21.04,0.071,0.071,0.0,ok
Lib_Tree_11.011,Collection,other,-128.91,-22.98,-0.02,-0.02,0.0,ok
Lib_Tree_11.012,Collection,other,-130.73,-113.8,3.054,3.054,0.0,ok
Lib_Tree_11.014,Collection,other,-56.34,-93.91,7.877,7.877,-0.0,ok
Lib_Tree_11.015,Collection,other,-135.9,-115.82,3.027,3.027,0.0,ok
Lib_Tree_11.016,Collection,other,-98.27,-6.44,0.226,0.226,0.0,ok
Lib_Tree_11.019,Collection,other,6.91,101.92,4.955,4.956,-0.0,ok
Lib_Tree_11.021,Collection,other,-137.64,-86.38,1.836,1.837,-0.0,ok
Lib_Tree_11.023,Collection,other,-176.07,54.48,3.828,3.829,-0.0,ok
Lib_Tree_11.026,Collection,other,-206.16,198.86,3.559,3.559,-0.0,ok
Lib_Tree_11.027,Collection,other,-193.06,64.14,4.808,4.808,-0.0,ok
Lib_Tree_12.009,Collection,other,-165.13,-103.8,1.382,1.382,0.0,ok
Lib_Tree_12.014,Collection,other,-105.56,-128.47,3.716,3.715,0.0,ok
Lib_Tree_12.015,Collection,other,-85.46,-96.44,5.219,5.219,-0.0,ok
Lib_Tree_12.017,Collection,other,-136.41,-92.84,2.409,2.409,-0.0,ok
Lib_Tree_12.020,Collection,other,-8.06,-29.95,8.489,8.488,0.0,ok
Lib_Tree_12.024,Collection,other,10.48,-88.89,21.836,21.836,-0.0,ok
Lib_Tree_12.025,Collection,other,-208.65,-14.34,-1.181,-1.181,0.0,ok
Lib_Tree_12.026,Collection,other,-5.76,-79.65,15.743,15.743,-0.0,ok
Lib_Tree_12.027,Collection,other,-67.79,-99.21,7.254,7.254,-0.0,ok
Lib_Tree_12.029,Collection,other,-87.58,189.48,0.7,0.7,0.0,ok
Lib_Tree_12.030,Collection,other,-90.74,189.8,0.726,0.726,-0.0,ok
Lib_Tree_12.034,Collection,other,-124.76,-48.8,0.31,0.31,-0.0,ok
Lib_Tree_13.003,Collection,other,-166.47,54.97,2.848,2.848,0.0,ok
Lib_Tree_13.004,Collection,other,-188.84,72.85,3.955,3.955,-0.0,ok
Lib_Tree_13.006,Collection,other,-198.58,-55.99,-0.149,-0.149,0.0,ok
Lib_Tree_13.008,Collection,other,-194.96,-64.04,0.117,0.117,-0.0,ok
Lib_Tree_13.009,Collection,other,-149.06,-122.03,2.374,2.374,0.0,ok
Lib_Tree_13.010,Collection,other,-162.77,-122.48,0.974,0.974,0.0,ok
Lib_Tree_13.016,Collection,other,-205.5,-99.54,-0.702,-0.702,0.0,ok
Lib_Tree_13.018,Collection,other,-5.15,-124.7,17.584,17.584,-0.0,ok
Lib_Tree_13.019,Collection,other,-54.9,-85.15,7.054,7.054,-0.0,ok
Lib_Tree_13.021,Collection,other,-76.46,-51.26,1.186,1.186,-0.0,ok
Lib_Tree_13.022,Collection,other,-101.8,5.8,0.57,0.57,0.0,ok
Lib_Tree_13.026,Collection,other,-35.24,-82.98,9.945,9.945,-0.0,ok
Lib_Tree_13.027,Collection,other,-78.6,-159.1,5.17,5.17,0.0,ok
Lib_Tree_13.028,Collection,other,-98.74,-66.43,2.673,2.673,-0.0,ok
Lib_Tree_13.029,Collection,other,-125.29,-104.48,3.022,3.022,-0.0,ok
Lib_Tree_13.030,Collection,other,-215.99,73.75,3.432,3.432,-0.0,ok
Lib_Tree_13.033,Collection,other,-216.01,54.65,3.799,3.799,-0.0,ok
Lib_Tree_13.037,Collection,other,-215.51,90.6,2.879,2.879,-0.0,ok
Lib_Tree_14.002,Collection,other,-189.33,-41.47,-1.236,-1.236,0.0,ok
Lib_Tree_14.003,Collection,other,-202.67,-1.59,-0.551,-0.551,-0.0,ok
Lib_Tree_14.004,Collection,other,-167.73,-34.61,-1.939,-1.939,-0.0,ok
Lib_Tree_14.005,Collection,other,-137.86,-98.78,2.74,2.74,0.0,ok
Lib_Tree_14.006,Collection,other,-97.31,-82.29,3.62,3.619,0.0,ok
Lib_Tree_14.009,Collection,other,-92.09,-48.62,1.297,1.297,0.0,ok
Lib_Tree_14.010,Collection,other,-133.77,-41.23,-0.679,-0.679,-0.0,ok
Lib_Tree_14.013,Collection,other,-52.68,-61.07,4.061,4.061,0.0,ok
Lib_Tree_14.015,Collection,other,-177.74,-131.11,-1.724,-1.724,-0.0,ok
Lib_Tree_14.016,Collection,other,-81.88,-63.35,2.228,2.228,0.0,ok
Lib_Tree_14.017,Collection,other,-109.59,-138.89,3.508,3.508,-0.0,ok
Lib_Tree_14.019,Collection,other,-34.94,-93.15,10.594,10.595,-0.0,ok
Lib_Tree_14.020,Collection,other,-105.63,12.02,0.886,0.886,-0.0,ok
Lib_Tree_14.021,Collection,other,-95.84,-7.66,0.297,0.298,-0.0,ok
Lib_Tree_14.022,Collection,other,-13.25,-105.23,15.391,15.391,-0.0,ok
Lib_Tree_14.024,Collection,other,-162.94,54.72,2.548,2.548,0.0,ok
Lib_Tree_14.025,Collection,other,-207.13,62.43,4.657,4.657,-0.0,ok
Lib_Tree_14.027,Collection,other,-215.88,216.02,2.514,2.514,0.0,ok
Lib_Tree_14.030,Collection,other,-112.69,-89.11,3.151,3.151,0.0,ok
Lib_Tree_15.001,Collection,other,21.19,80.65,7.367,7.366,0.0,ok
Lib_Tree_15.004,Collection,other,-196.86,-11.58,-1.285,-1.285,-0.0,ok
Lib_Tree_15.005,Collection,other,-125.11,-98.08,2.909,2.909,0.0,ok
Lib_Tree_15.006,Collection,other,-56.91,-96.4,8.067,8.066,0.0,ok
Lib_Tree_15.007,Collection,other,-95.99,-12.77,0.226,0.226,0.0,ok
Lib_Tree_15.009,Collection,other,-153.26,-23.85,-0.442,-0.442,0.0,ok
Lib_Tree_15.011,Collection,other,-84.16,-13.55,0.697,0.697,0.0,ok
Lib_Tree_15.012,Collection,other,-203.27,-23.0,-1.48,-1.48,-0.0,ok
Lib_Tree_15.014,Collection,other,-91.76,-102.08,4.848,4.848,0.0,ok
Lib_Tree_15.015,Collection,other,-190.98,-23.45,-1.565,-1.565,-0.0,ok
Lib_Tree_15.017,Collection,other,-93.49,-64.9,2.504,2.504,-0.0,ok
Lib_Tree_15.018,Collection,other,-117.95,-130.44,2.958,2.957,0.0,ok
Lib_Tree_15.019,Collection,other,-98.38,-5.76,0.242,0.242,0.0,ok
Lib_Tree_15.020,Collection,other,-138.42,-100.9,2.832,2.832,0.0,ok
Lib_Tree_15.021,Collection,other,-176.06,-23.13,-1.301,-1.301,0.0,ok
Lib_Tree_15.023,Collection,other,-190.62,203.14,2.452,2.452,-0.0,ok
Lib_Tree_16.005,Collection,other,-33.97,-39.44,4.471,4.471,-0.0,ok
Lib_Tree_16.008,Collection,other,-155.53,39.18,3.368,3.368,-0.0,ok
Lib_Tree_16.009,Collection,other,-91.56,-98.22,4.736,4.736,0.0,ok
Lib_Tree_16.010,Collection,other,-69.78,-64.45,2.597,2.597,-0.0,ok
Lib_Tree_16.011,Collection,other,-159.33,-118.06,1.728,1.727,0.0,ok
Lib_Tree_16.012,Collection,other,-139.73,-103.71,2.943,2.943,-0.0,ok
Lib_Tree_16.018,Collection,other,-39.46,-70.01,7.736,7.736,0.0,ok
Lib_Tree_16.020,Collection,other,-53.17,-61.48,4.036,4.036,-0.0,ok
Lib_Tree_16.022,Collection,other,-46.29,-86.75,8.456,8.456,0.0,ok
Lib_Tree_16.024,Collection,other,-143.51,-39.35,-1.364,-1.365,0.0,ok
Lib_Tree_16.027,Collection,other,-73.12,-75.09,3.811,3.811,-0.0,ok
Lib_Tree_16.028,Collection,other,-136.96,-13.64,0.84,0.84,0.0,ok
Lib_Tree_16.029,Collection,other,-75.69,-110.15,7.078,7.077,0.0,ok
Lib_Tree_16.030,Collection,other,18.52,-96.94,26.298,26.297,0.0,ok
Lib_Tree_16.032,Collection,other,-4.27,102.81,3.652,3.652,0.0,ok
Lib_Tree_16.034,Collection,other,-126.81,68.58,-0.019,-0.018,-0.0,ok
Lib_Tree_16.035,Collection,other,-207.1,92.96,2.746,2.746,-0.0,ok
Lib_Tree_16.037,Collection,other,-206.81,62.08,4.683,4.683,0.0,ok
Lib_Tree_16.038,Collection,other,-158.77,79.57,0.313,0.313,-0.0,ok
Lib_Tree_16.039,Collection,other,-158.57,79.93,0.277,0.277,-0.0,ok
Lib_Tree_16.041,Collection,other,-80.96,216.0,1.49,1.49,0.0,ok
Lib_Tree_17.016,Collection,other,-93.93,-33.71,0.566,0.565,0.0,ok
Lib_Tree_17.031,Collection,other,-176.3,215.9,0.935,0.936,-0.0,ok
Lib_Tree_20.005,Collection,other,-204.67,-71.1,0.25,0.25,-0.0,ok
Lib_Tree_22.025,Collection,other,4.71,97.76,4.921,4.921,0.0,ok
POI_CaveRockA,Collection,other,165.01,178.01,8.147,8.146,0.0,ok
